id	value
4488	hollywood artistic license
4489	child actor
4490	landscapes
4491	melancholy
4493	greece
4494	liberal messages
4495	better then original
4496	affectionate
4497	chicago
4498	realities of life
4499	rrated
4500	bengal
4501	colonial power
4502	pretty funny
4503	saladin
4504	singing slugs
4505	animated opera
4506	tired of tom
4507	ratedr
4508	military court
4510	abandonment
4511	adult themes
4512	good casting
4513	muslim warriors
4514	love letters
4515	german perspective
4516	crude humor
4517	mosfilm
4518	meditative music
4520	major dissapointment
4521	lavish
4522	masonic messages
4523	war movie
4524	blood gore
4525	should be pg17
4527	unusual story
4528	on hold
4530	siblings
4531	the remake is better
4532	dumb and dumber
4533	chinese landscapes
4534	gloomy
4535	ester
4536	apu trilogy
4537	wall
4538	shallow plot
4539	old england
4540	unfaithfulness
4541	mediocre sequel
4542	true meaning of love
4543	hurried ending
4544	mentally disturbed rejoining society
4545	weak directing
4546	parrots
4547	john f kennedy
4548	liberal perspective
4549	space exploration
4550	wrong morals
4551	modern china
4552	flat humor
4554	sepia
4555	gentle story
4556	persecution
4557	not in library
4558	meditation about war
4559	indians
4560	south africa
4562	rural school
4563	docudrama
4564	pows
4565	dolby digital ex
4566	norway
4568	david bowie
4569	neglected childen
4570	eerie
4571	best war films
4572	one sided
4574	orlando bloom
4576	musical parodies
4577	gentle
4578	russian
4579	scarlet johannson
4580	anticlimactic ending
4581	r language
4582	visually interestingthats about it
4583	unwestern culture
4586	good but too bloody
4587	midlife crises
4588	unamerican activities committee
4590	army
4591	tradition
4592	witches
4593	clay animation
4594	australia
4595	crusaders
4596	fox
4597	boers
4598	sex scene
4599	partial nudity (male)
4600	nice period piece
4602	coolness
4603	smoking
4604	bats
4605	homer
4606	great special efects
4607	unsatisfying
4608	nicely animated
4609	funny eddie murphy
4610	media politics
4612	politicians
4613	corporate america
4614	mike judge
4616	lucas
4617	pirate
4618	fatherson relationship
4619	globalisation
4620	ray bradbury
4621	western comedy
4622	komediodramat
4623	family comedy
4624	goddard
4625	cole hauser
4626	oscar (best director)
4627	ocean/beach
4628	tilda swinton
4629	tennis
4630	bahamas
4631	johnny messner
4632	paul sorvino
4633	antoine fuqua
4634	real sharks
4635	jessica alba
4636	joe pesci
4637	aaron yoo
4638	scuba diving
4639	beau bridges
4640	shia lebeouf
4641	naomi watts
4644	dj caruso
4645	some good moments
4646	oscar (best editing)
4648	sydney pollack
4649	tom wilkinson
4650	joe charbanic
4651	eamonn walker
4653	cayman islands
4654	david morse
4655	heart problems
4656	indian motorcycle
4657	lolita
4658	andy kaufman
4660	boston
4661	phlip roth
4662	eva green
4665	not luc besson
4666	updated classics
4668	peter sellers
4669	superheros
4670	altman
4671	not coen brothers
4672	vegas
4674	janus 50
4675	good will hunting
4676	gus van sant
4677	steven seagal
4678	great storytelling
4679	nobel prize
4680	dutch
4682	first cgi film
4683	classic carrey
4684	amazing cgi
4685	waste of celluloid
4686	fun but overrated
4688	glorifying adultery
4690	oscar winner
4691	horrer
4692	cynical
4694	thai boxing
4695	empowering
4696	absolute crap
4697	wholesome
4698	thoughtprovoking
4699	nerdy
4700	great anime film
4701	central intelligence agency
4702	1970s
4706	great musical
4707	forceful
4708	jj abrams
4709	kurt wimmer
4711	original
4716	chris farley
4718	crossdressing
4719	don cheadle
4721	mule
4722	jet lee
4724	nascar
4725	ashton kutcher
4726	bobombs
4728	religious
4729	giant monster eat city
4730	bauhaus
4731	poignant
4734	soundtrack
4735	country music
4736	weak ending
4738	3 tissues
4739	animal
4740	steampunk
4741	propaganda
4742	educational
4744	iranian
4745	mike super recs
4746	hallucinatory
4747	madcap
4748	will farell
4749	guy movie
4752	i hate matthew mcconaughey
4754	appalling
4755	sacrilege
4756	way over the top
4757	overture
4758	sexual harrassment
4760	mental hospital
4761	faith
4763	old war movie
4764	great prison movies
4765	pacifist
4766	bought the dvd
4768	von trier
4769	meta
4770	neo nazi
4772	delights
4774	not a great movie
4775	but a classic
4776	but its fun
4779	quite romantic
4780	cyberpunk
4781	new year 1999
4782	alcohol consume
4786	pooh
4787	perfect timing
4790	cow tipping
4791	antichrist
4792	chaim potok
4793	ocean
4794	cheese
4795	bear necessities
4796	rite of passage
4798	kilts
4799	greek myth
4800	full frontal nudity
4801	coordinated action sequences
4802	stupidity
4803	oedipal complex
4804	marilyn monroe
4805	radio
4806	british history
4807	esp
4808	psychodellic
4809	dan akroyd
4810	tall tales
4811	renee zelweger
4813	sailing
4814	form
4815	newspaper theme
4816	not found
4817	new
4818	oppl
4819	kafka meets oedipus rex
4820	r crumb
4821	terrible music
4822	parody of art world
4823	marquis de sade
4825	passiveagressive
4826	milan kundera
4827	hard to rate
4828	cyborg
4831	how would life be
4832	honest
4833	matt overrated damon
4834	ahem
4836	simply: why
4837	not exactly pc
4838	forgetting
4839	ha ha ha
4840	italo western
4841	boring 80s movie
4843	not exactly a blockbuster
4846	mexican stand off
4847	maclachlan
4848	alcohol
4849	sandra boring bullock
4850	slang
4852	squandered opportunity
4854	stageplay
4855	demme
4856	jeunet
4857	christopher guest
4858	speilberg
4859	jerry lewis
4860	mexican
4861	adam sandler
4862	german
4863	swedish
4864	gefaengnisfilm
4865	unrealistic crap
4866	no happy end
4867	well written and structured
4868	a slight film
4869	a thoroughly implausible contrivance
4871	beautifully written and acted
4873	the ending spoils this
4874	psychological thriller
4876	exotic thriller
4878	adventureous
4879	mobb action
4880	action adventure
4881	lisbeen
4882	florida romance
4883	amelieesque
4884	vibrant
4885	three pillows
4886	modern
4887	new favorite movie
4888	truly dazzling
4889	interacial romance
4890	art study
4891	nonobvious
4892	bullshit rape scene
4893	potsmoking children
4894	chopra
4895	annoying
4896	snarky
4897	fun movie
4898	intriguing
4899	potential oscar nom
4900	oscar nom 2007
4902	prescient
4903	unbearable
4904	fucking awesome
4905	japanese madness
4906	mmm brains
4907	great performances
4908	redefining the 80s
4909	boys behaving badly
4911	game movie
4913	fairly bad
4915	wornout
4918	hot women
4919	brain candy
4921	speculative fiction
4924	light
4925	best movies ever
4927	instills poor moral values
4928	ed norton
4929	expected more
4930	tina majorino
4932	more than expected
4933	seen with my parents
4936	jennifer connelly
4937	better then original medium
4938	actually funny
4939	innovative
4940	original goodsequel sucked
4941	the book was better
4942	sexist
4943	rob lowe
4946	childhood classics
4948	worst movies ever
4949	rewatchable
4950	childhood classic
4952	thooughtprovoking
4953	watched under duress
4954	original medium was better
4955	flick
4956	not actually scary
4958	terrifying
4959	drags
4961	cultural classic
4962	gltbq
4964	seen under duress
4965	renee zwelleger
4967	instills good moral values
4968	diana wynne jones
4970	boxing drama
4971	christopher lambert
4973	chris columbus
4974	john leguizamo
4975	ellen page
4976	giuseppe tornatore
4977	michael cera
4978	clark gable
4979	graham chapman
4980	michael j fox
4983	tony gilroy
4984	mark ruffalo
4985	david lean
4986	hugh laurie
4987	victor fleming
4988	joe wright
4989	noir thriller
4990	jason reitman
4992	rob minkoff
4993	poorly acted
4994	hong kong
4996	passable
4998	savage
5000	awkward
5001	offbeat
5002	sucked horribley
5003	kick ass
5004	shy boy
5005	virtual
5006	universitate
5007	talent
5008	witness
5009	fat women
5010	boring life
5011	far away
5012	apocalypse
5013	ice
5015	matemathic
5016	problems
5017	rich
5018	gey
5019	catastrophe
5020	special mind
5021	library
5022	teenagers
5023	russel crowe
5024	ballet
5025	watched 2007
5027	watched 2005
5028	watched 2004
5029	watched 2002
5030	watched 2008
5031	not bad sequel
5032	top 10 ever
5033	watched 2000
5035	seen at the cinema
5036	watched 1999
5038	watched 1998
5039	watched 1997
5040	watched 1995
5041	watched (1997)
5042	watched 1994
5043	scams
5044	beckinsale
5045	monkey
5046	oregon
5047	mod
5048	communist witch hunt
5049	north africa
5051	pornographic
5052	portland
5053	rate
5054	watchagain
5055	watch
5056	watchfully
5058	speech
5059	enigmatic
5060	spike lee
5062	lesbian sex scene
5063	a little soft
5064	overblown
5065	cooking
5066	fraudulent conspiracy coverup
5067	stupid premise
5068	josh brolin
5070	near death
5071	mark wahlberg
5072	no need to see
5074	great music
5075	nature wildlife
5076	self discovery
5080	stewart granger
5081	too much 80s music
5082	formula 1 racing
5083	bruce dern
5084	strother martin
5086	robert duval
5087	julian sands
5088	frank langella
5089	forrest tucker
5090	edward g robinson
5091	charleton heston
5092	george kennedy
5094	vikings
5095	nick nolte
5096	mst3k
5097	unintentional comedy
5098	oscar nominee
5104	confusing plot
5105	i dont get it
5107	deniro
5108	sfx
5109	stopmotion
5112	stupid fun
5113	not interested
5114	allyson hannigan
5115	no interest
5116	zzz
5118	cannot wait
5119	curse
5120	tryrty
5121	what is this
5123	tos
5124	angela
5125	computer
5126	woman
5129	comedy musical
5130	wow
5131	gay and straight
5134	fast paced
5135	ahead of its time
5137	socially relevant
5138	street race
5140	lesbien
5141	culte sf
5142	multiethnic
5143	comedy of manners
5144	strangely compelling
5145	great adaptations
5146	walter matheau
5147	theft
5149	drifting
5150	flight
5151	ian mckellen
5153	bullshit history
5154	nc17
5155	star wars
5156	kung fu
5157	ryan
5158	hanks
5159	formulaic
5161	secret societies
5162	date movie
5163	great villain
5164	nba
5166	gilbert & sullivan
5167	bondage
5169	confidence game
5170	long takes
5171	good book bad movie
5173	9/11
5174	early cgi
5175	caper movie
5176	setting:london
5177	david and goliath
5178	french revolution
5179	sex comedy
5180	cameo: john waters
5182	conversation
5183	play adaptation
5185	buddy movie
5186	buddie movie
5187	virginity
5188	oscar wilde
5189	high school life
5190	civil rights
5191	operetta
5192	louis xiv
5193	setting:paris
5194	ealing
5195	detective
5197	mad scientist
5198	cave
5199	stupid dance movie
5200	elvis
5201	cannibals
5202	splatter
5203	bad cgi
5204	stupid but funny
5206	based on a cartoon
5207	really crappy sequel
5208	unsimulated sex scenes
5209	alien invasion
5210	kinda boring
5211	hockey
5212	bmovie
5213	outer space
5214	nuclear war
5215	mummy
5216	culture
5218	womens rights
5223	kickbutt women
5224	not worth it
5225	fast food
5226	maze
5227	hitmen
5228	mobbing
5229	miracles
5230	compassionate
5231	necrophilia
5232	lawn mower
5233	pudding
5234	afterlife
5235	motherson relationship
5236	hostage
5237	rampage
5238	gay cowboys eating pudding
5239	possibly scarring
5241	gory
5242	vivid
5243	dunne 
5244	hepburn and tracy
5247	woody allen classic
5248	katharine hepburn
5251	slackers
5252	louis malle
5255	in cold blood
5256	norma
5257	austen
5258	comedy for kids
5259	cartoons
5260	actionpacked
5261	fairytale
5262	exciting
5263	mediocre
5264	want to own
5267	videodrome did it better
5268	cronenberg
5269	adult diaper commercial
5270	unwatchable sadism
5271	endless talking
5272	best disney movie
5273	sad but good
5274	psudoscience
5275	new age
5276	insects
5278	american civil war
5279	roadtrip
5280	cheetah
5281	based on book
5282	biblical fantasy
5284	ira
5285	wuxia
5287	jewish holocaust
5289	almost favorite
5290	tissit
5291	christian slater
5292	dark fairytale
5294	prolife
5295	classic romantic comedy
5296	classic love story
5297	will fe
5298	willem dafoe ftw
5299	awful awards
5300	free running
5301	literature
5303	archeology
5305	walt disney
5307	mini cooper
5308	brendan fa
5313	african atrocities
5316	repeat watch
5317	few nice laughs
5318	premonition
5319	lovely
5320	prince charming
5321	high squirm factor
5323	existential
5324	man vs nature
5325	eccentricity
5326	retirement
5328	john ford
5329	neardeath experience
5330	morality tale
5332	tommy lee jones
5333	youth
5334	the amazon
5336	family film
5337	the mob
5338	immigrant experience
5339	fundamentalism catch22
5340	rebels
5341	smart writing
5342	insurmountable odds
5344	real life
5345	director as poseur
5346	extraneous
5347	expensive b movie
5348	education
5349	updated noir
5350	nonhollywood ending
5351	antivigilante
5352	juliet binoche
5353	immigration
5354	cultural clash
5355	sean penn boston drama
5356	sexual identity
5357	community
5358	seventies
5359	ensemble
5360	comingofage
5361	native people
5362	pornographys influence
5363	brainless splatter
5364	over expositive
5365	dumbest twist ever
5366	inconsistent with itself
5368	intentionally funny
5369	corny to the max
5371	just terrible
5372	corny
5373	bond james bond
5374	shower curtain rings
5375	between two pillows
5376	people train
5377	thanksgiving
5378	excellent great cast
5379	movie
5380	excellent old movie
5381	and sad
5384	good old movie
5385	great old movie
5387	wendy o williams
5388	girls in prison
5389	tornados
5390	sybil danning
5391	tarantino is god
5393	trey parker
5395	50 cent
5400	megan burns
5401	keira knightly
5402	christopher mintzplasse
5403	david wenham
5404	elliott gould
5405	rene kirby
5406	billy boyd
5407	seth rogen
5408	carl reiner
5409	ian holm
5410	sean astin
5411	famke janssen
5412	noah huntley
5413	mel brooks movie
5414	amy adams
5415	don ameche
5416	arsenio hall
5417	peter cushing
5418	lisa eilbacher
5419	michael byrne
5420	kyle gass
5421	casey affleck
5422	bronson pinchot
5423	peter boyle
5424	nick frost
5425	jonathan ke quan
5426	romany malco
5427	river phoenix
5428	teri garr
5429	leslie bibb
5430	marty feldman
5431	alison doody
5432	scott caan
5433	leslie mann
5434	amrish puri
5435	parker posey
5436	kate ashfield
5437	andy serkis
5438	miranda otto
5439	simon pegg
5440	danny boyle movie
5441	gary cole
5442	robbie coltrane
5443	jim broadbent
5444	martin starr
5445	stuart mcquarrie
5446	wachowski brothers movie
5447	ricci harnett
5448	harvey korman
5449	bernie mac
5450	joe viterelli
5451	karl urban
5452	david huddleston
5453	kate capshaw
5454	bill bailey
5455	lucy davis
5456	cleavon little
5457	charlyne yi
5458	cillian murphy
5459	paul rudd
5460	john lithgow
5461	roshan seth
5462	conrad vernon
5463	martha macisaac
5464	elizabeth banks
5465	todd louiso
5466	madeline kahn
5468	timothy dalton
5469	dominic monaghan
5470	paddy considine
5471	brad dourif
5473	bill hader
5474	catherine keener
5475	brendan gleeson
5476	christopher eccleston
5477	slim pickens
5478	iben hjejle
5479	julian glover
5480	judd apatow movie
5481	john amos
5482	jonah hill
5483	katherine heigl
5484	michael palin
5485	bernard hill
5486	paul goddard
5487	gene wilder
5488	emma stone
5489	jason segel
5490	satyajit ray
5492	william s burroughs
5494	antonioni
5495	japanese tourists
5496	fellini
5497	period piece
5498	spin
5501	seen in theater
5502	immigrant
5503	topiary
5504	standard romantic comedy
5505	dystopian
5506	scrabble
5507	complicated plot
5508	victorian
5509	based on tv series
5510	a s byatt
5511	mole rats
5512	food
5513	is life meaningful
5514	dislike tom hanks
5515	nonbloody thriller
5516	uk music
5517	wachowski scifi
5518	excelent
5520	like the first
5521	on server
5522	too funny
5523	freaked me out
5524	loved it
5525	harmony and honesty
5526	great productiondesign
5528	fight club wannabe failure
5529	100% predictable
5531	bulls dont have teats
5532	clockwork orange cinematography
5533	absolute favorite
5534	biographical
5535	west
5536	venice
5538	kitano
5540	new orleans
5541	russian mafia
5542	posttraumatic stress disorder
5543	hugh jackman
5544	obvious
5545	toby maquire
5546	good idea
5547	low humour
5548	real story
5549	idi amin
5551	eminem
5552	jessica simpson
5553	kings crossing
5555	paradox
5556	earnest
5557	alter ego
5558	family fun
5559	betrayal
5560	thermopylae
5562	bizzare
5563	uganda
5565	tearjerking
5568	dancing on the bar
5570	animals die :(
5571	gay love
5572	children cartoon
5574	mature theme
5575	fornication
5576	demonic themes
5577	sexual references
5578	disturbing images
5579	wonderful light touch
5580	beh
5581	i can do without
5582	i want number 5
5583	sophia coppola
5584	welli liked it
5585	superb and moving
5586	an ok movie
5588	great film
5589	too short
5590	christ
5591	eh
5593	watch fully awake
5595	classic bond
5596	couldnt finish
5597	incredibly watchable
5598	teary eyed
5599	suprisingly enervating
5601	nice effects
5602	ecclecticly watchable
5603	behlong tedious
5608	not dubbed
5609	long time no see
5610	but a fun comedy
5611	visually stunning
5612	good overall film
5614	based on a play
5615	best comedy of 90
5616	relax
5617	hulu
5618	fios on demand
5619	kawaii
5621	tourette
5622	limbo
5623	renee zellweger
5624	german movie
5625	aikido
5626	weed
5627	madrid
5629	bob dylan
5630	college kids
5631	wuerzburg
5632	pizza
5633	hiv
5634	elizabeth shue
5635	glen close
5636	not that good
5637	just almodovar
5638	regular
5639	it aint funny
5640	pure fight
5641	just allen
5642	the best one
5643	its just normal
5644	just normal
5645	classic war movie
5647	emerson must see
5648	absolutely hilarious dark comedy
5649	good scifi flick
5650	electroshock therapy
5651	mcdonalds
5652	bullet ballet
5653	us glorification
5654	hypnosis
5655	zibri studio
5656	straight razor shaving
5657	failing business
5658	go
5659	amateur film making
5660	bicycling
5661	plucky crew
5662	patient
5664	wheelchair
5665	gimmicky
5666	1920s
5668	macho
5669	religious zealotry
5670	adoption
5671	chosen one
5672	debt
5673	censorship
5674	film within a film
5675	clique
5676	mutual assured destruction
5677	crumbling lives
5678	blindness
5679	quick cuts
5680	dogma
5681	reluctant hero
5682	coverup
5683	inquisition
5684	illusionism
5685	human versus computer
5686	filming
5689	mythology
5690	videotape
5691	distorted reality
5692	minimalist
5693	small time criminals
5694	police brutality
5695	totalitarianism
5696	factory
5698	typography
5699	bayou
5700	cover up
5701	big brother
5702	mental disability
5703	creativity
5704	asylum
5705	last man on earth
5706	us culture
5707	impersonation
5708	amnesia
5709	bad parents
5710	xenophobia
5711	17th century
5712	rotoscoping
5713	false identity
5714	innocence lost
5715	audience participation
5716	traumatic childhood
5717	16th century
5718	partially black and white
5719	health
5721	perfume
5722	straight razor
5723	mass death
5724	1900s
5726	extortion
5727	child lead
5728	convenience store
5729	bombs
5730	1940s
5731	hell
5732	creationism
5733	1950s
5734	kafkaesque
5735	city under attack
5736	design
5737	teenage pregnancy
5739	21st century
5740	onesided
5742	biology
5743	inner strength
5744	debt collection
5745	overprotective parents
5746	explicit sex
5747	stepfather
5748	police investigation
5749	sudden wealth
5750	animal testing
5751	war crimes
5752	claustrophobic
5753	grudge
5754	disease
5755	wormhole
5756	southern us
5757	biological warfare
5758	pidgeons
5759	rabbits
5760	boot camp
5761	totalitarian state
5762	unlikely hero
5763	treachery
5764	abortion
5765	religious bigotism
5767	boys with toys
5768	useless weapons
5769	darwinism
5770	double agents
5771	kitchen
5772	copyright
5774	paranoia
5775	transvestism
5776	video store
5777	1890s
5778	noncommittal
5779	over the top
5780	small town
5781	zero gravity
5782	rivalry
5783	russia
5784	interrogation
5785	american dream
5786	interviews
5788	rebel
5789	morality
5790	japanese style animation
5791	shallow
5792	memories
5793	birthday
5794	injustice
5795	slapstick violence
5796	giant monster
5797	mistaken identity
5798	betting
5799	stockholm syndrome
5800	popularity
5801	post wwii
5802	maya
5803	manipulation
5804	beethoven
5805	south america
5806	death by dildo
5807	shocking
5808	rescue
5809	angry
5810	vendetta
5812	sacrifice
5813	stock market
5814	egomaniacs
5815	hallucination
5816	lobotomy
5817	white collar crime
5818	escape
5819	code monkey
5821	heinlein
5823	anarchism
5824	diamonds
5825	gang mentality
5826	reality tv
5827	underdog
5829	nanny
5830	simulated reality
5831	sinners crossroad
5832	cabin fever
5833	antiwar
5834	deadpan
5836	obesity
5837	gunfight
5838	desperation
5839	restaurant
5840	isolation
5841	based on a game
5842	ecology
5843	gadgets
5844	evil empire
5845	bigotism
5846	female lead
5847	rapping mafia
5848	mistery
5850	aru cu
5853	louisa may alcott
5854	no rec
5855	what is happiness
5857	going postal
5860	amazing and overlooked
5861	fatherdaughter relationship
5862	trauma
5863	inner growth
5864	beautifully filmed
5865	lyrical
5866	calling for attention
5867	honesty
5868	shopping
5869	selflessness
5872	wheat
5873	ray davies
5874	sade
5875	engineering
5876	environmental
5877	cal tech
5878	mini coopers
5879	gershwin
5880	russian composers
5881	excellent soundtrack
5882	mods
5883	smart comedy
5884	napolean
5885	spiritual quest
5886	inarritu
5887	rachel mcadams is hot
5888	black man
5890	meaty
5892	badly dubbed
5893	mob
5895	cheesy (good)
5898	boring start
5899	but still worth watching
5900	fantastic end
5902	a little boring
5903	boooooooooooring
5908	fake
5914	sexy guys
5917	want to see
5918	drunk monkeys
5919	way overrated
5920	eye candy
5921	a bit confusing
5922	just beautiful
5923	way way too sad
5924	waynes best
5925	too sad
5926	haunting
5927	idealistically romantic
5928	the dude abides
5929	a chick flick
5930	very scary imagery
5932	a little overrated
5933	gibson was hot
5934	moving
5935	superb acting
5936	duvall is superb
5937	my alltime favorite
5938	heartbreaking
5940	ripped off annie hall
5941	quirky romantic
5942	susrprisingly moving
5945	sob worthy
5946	riveting
5948	so sad
5950	anniston is very good
5952	owes everything to kilmer
5954	holds up well
5955	beautifully done
5956	excellent for its time
5958	a bit overwhelming
5959	theyre always spot on
5962	chers good
5963	every woman should see
5964	fun to watch
5965	dumb but funny
5967	ramen
5968	hacking
5969	phreaking
5970	sweet boobs
5971	comedy independent mustsee
5972	pedro almodovar
5973	gota kanal
5974	jean claude van damme
5975	mia sara
5976	american
5977	just bad
5978	cheap but fun
5979	conspiratory
5980	cheezy
5983	dramedy
5984	tolerable chick flick
5985	gang brawls
5986	unrealistic kids movie
5987	intolerable chick flick
5989	like
5991	never
5992	composer
5993	yugoslavia
5994	gratuitous violence
5995	hilarity
5997	robert penn warren
5998	ashley judd
5999	thrillless
6000	too much cgi
6001	sadistic
6002	unthrilling
6003	bad pacing
6004	bullplop
6005	explicit sex scene
6006	misogynist
6007	overrrated
6008	unerotic
6009	mixed up
6010	matrix ripoff
6011	continuity problems
6012	new yorker
6013	charmingly amateurish
6015	plastic surgery
6016	best muppet sequel
6017	mixedmessage
6018	baffling
6019	hollywood corn
6020	weak twist
6021	overly sentimental
6022	nude brooke shields
6023	short shelf life
6024	top 10 horror movies
6025	snl alums
6027	animal/human connection
6028	cryptozoology
6029	tedious
6030	good fx
6031	true to life
6032	steven king
6033	gorillas
6034	planes
6036	jon stewart
6037	transgender
6038	lesbian character
6039	great finish
6040	overhyped
6043	finland
6046	androgyne
6047	allen ginsberg
6048	saptastic
6049	notplotholesasmuchasgapingwounds
6050	character problems
6055	best movie of year
6056	polish movie
6057	a nicy romantic comedy
6062	for children
6064	good in the 80s
6066	maybe children like it
6069	a bit stupid
6070	inteligent and original
6073	its alright
6075	excellent just excellent
6079	weird good film
6080	showing off cg limitations
6083	excellent action movie
6084	very dumb
6085	one of the best
6088	one of my favorites
6089	estonian
6090	guadalcanal
6091	vigilantism
6092	hello
6093	tragic drama
6094	violently stupid
6095	lousy script
6097	sexually leaky
6098	tragically stupid
6099	silly fun
6100	junk
6102	americana
6103	prophetic
6104	hollywood style
6105	metaphysical
6106	trying to hard
6107	lolitafetish
6108	violently silly
6109	violence in america
6110	disturbing scene
6111	visually appealing
6114	michelle williams
6115	helen hayes
6116	diane keaton maureen stapleton
6117	bill hootkins
6118	maurice chevallier
6119	herbert lom
6120	anthony harvey
6121	tennessee williams
6122	david warner
6123	joanne woodward
6124	sam watterston
6125	thomas harris
6126	vivian leigh
6127	mario puzo
6128	olivia dehavilland
6129	dan ackroyd
6130	christopher reeve
6131	craig t nelson
6132	whoopie goldberg
6133	leslie howard
6134	allison hannigan
6135	susan george
6136	paul newman
6137	desert storm
6138	robert morley
6139	lawrence fishburn
6140	gregory peck
6141	phoebe cates
6142	piper laurie
6143	joss acklund
6144	dudley moore
6145	alec guiness
6146	glenda jackson
6147	jason robards
6148	alexandre dumas
6149	lawrence olivier
6150	warren beatty
6151	richard harris
6152	nastassia kinski
6153	kate winslett
6155	peter fonda
6156	jonathan frakes
6157	sam neill
6158	jack haley
6159	author:truman capote
6160	genevieve bujold
6161	fred mcmurray
6162	larry hagman
6165	bert lahr
6167	emma watson
6168	john hurt
6169	howard da silva
6170	robert ludlum
6171	sally kellerman
6173	rod steiger
6174	reece witherspoon
6175	ralph richardson
6176	michael crichton
6177	sherlock holmes
6178	tippi hedren
6179	maribel verdu
6180	cliff robertson
6181	leo mckern
6182	van heflin
6183	simon and garfunkel
6184	maggie smith
6185	jennifer anniston
6186	craig tnelson
6187	garrison keilor
6188	tatum oneal
6189	gerard depardieu
6190	lake tahoe
6191	basil rathbone
6192	ioan gruffudd
6193	richard burton
6194	peter ustinov
6195	julie christie
6196	jim schutze
6197	richard baseheart
6199	forest whitaker
6200	katherine hepburn
6201	kathleen turner
6202	sally field
6203	anthony quinn
6204	levar burton
6205	brian depalma
6206	scott glenn
6207	john gielgud
6208	tara reid
6209	joel grey
6210	hugh griffith
6211	lee j cobb
6212	anthony quayle
6213	diane franklin
6214	george peppard
6215	sidney greenstreet
6216	brittany murphey
6217	ellen burstyn
6218	katherine ross
6219	willem dafoe
6220	rutger hauer
6221	goldie hawn
6222	vanessa redgrave
6223	julia ormond
6224	george cscott
6225	deforest kelley
6226	john mills
6227	ben gazzara
6228	carrie ann moss
6229	karl maldin
6230	lou gossett jr
6231	kate beckinsale
6232	lucille ball
6233	lee remick
6234	robert vaughn
6235	william holden
6236	charles laughton
6238	gene roddenberry
6239	lily tomlin
6240	clare danes
6241	dolly parten
6242	jamie foxx
6243	jessica lange
6244	john houseman
6245	trevor howard
6246	james dean
6247	korean war
6248	mary tyler moore
6249	robert shaw
6250	barbara striesand
6251	walter mattau
6252	william goldman
6253	martin sheen
6254	wendy hiller
6255	sidney poitier
6256	liza minelli
6257	phillip seymour hoffman
6258	charlton heston
6259	jimmy cagney
6260	frank herbert
6261	bryce dallas howard
6262	david niven
6263	judy garland
6264	ricardo montalban
6265	gert frobe
6266	frank morgan
6267	ray bolger
6268	david kean
6269	wolfgang petersen
6270	lee marvin
6271	ryan oneal
6273	jackie gleason
6274	crazy awsome
6275	mclovin
6276	latecareer surprise
6277	writers life
6278	catherine breillat
6279	nastassja kinski
6280	andrei konchalovsky
6281	precious bodily fluids
6282	homoerotic subtext
6283	gopher
6284	ducts
6285	stay puft marshmallow man
6286	toga party
6290	proton pack
6291	anterograde amnesia
6292	oh yah
6293	timelapse
6294	symmetry
6296	decay
6297	made me cry
6298	need to buy
6299	audrey tautou
6300	die like the rest
6301	horrors of war
6302	feel good movie
6304	franka potente
6306	modern culture
6307	survivor
6308	literary adaptation
6309	autobiographical
6310	lgbt
6311	wim wnders
6312	judaica
6313	genealogical
6314	poetic
6316	magical
6317	high romance
6318	childrens
6320	panoramic
6321	dont want to see
6322	nice movie
6323	want
6324	divx1
6325	dvd1
6326	divx
6329	rame euy
6331	edward norton unbelievably good
6333	bit overrated
6335	air crash
6336	end of war
6337	genetic selection
6338	patrick swayze
6339	helena bonham carter
6341	intellectual
6342	tomatoes
6343	needs subtitles
6344	in the bunker
6345	soap
6347	val kilmer is great
6348	still behind chasing amy
6350	very cool
6351	musical sucks
6355	jon heder
6356	dwayne the rock johnson
6358	ice skating
6359	justplainbad
6360	brosnan
6367	harsh
6368	blackandwhite
6369	twee
6370	harrowing
6371	fifties
6372	giallo
6374	but still excellent
6375	inherently dated
6376	horror comedy
6378	charlie kaufmanesque
6379	sensational
6380	master piece
6382	actors
6384	clubs
6386	allison anders
6387	rodriguez
6388	uma thruman
6389	alexandre rockwell
6390	best gore/horror movie ever
6391	just amazing movie
6392	depp & burton
6393	colourful
6395	aardman studios
6398	realistic action
6400	scifi masterpiece
6401	amazing kung fu
6402	awful movie
6403	good ending
6405	good effects
6406	nice driving
6407	makes you ill
6409	insane
6410	the rock not rocking
6411	every fans must see
6412	netwatch
6413	emir kusturica
6414	first twothirds best
6415	too much singing
6416	original dramatic score)
6419	oscar (best music
6420	melancholic
6421	scarlett johannson
6422	bullet time
6423	meteorite
6424	propaganda in disguise
6426	two men war
6427	excellent use of dialogue
6428	not so cheesy
6429	another saving private ryan
6430	more mature leo decaprio
6431	great fantasy
6433	last symphony
6434	what if
6435	meaning of life
6436	message of hope
6437	good children movie
6438	old school spy thriller
6439	intelligent
6440	show business
6441	dogme95
6442	i didnt get it
6443	critique of french society
6444	chowyoungfat
6446	sword fighting
6447	actions
6450	taiwan
6451	bad for historysense
6452	fortune
6453	kiss
6454	hsnu
6455	not good for youth
6456	krakozhia
6458	seen it many times
6459	normal
6460	closing sequence
6461	tank chase scene
6463	killer child
6467	succulent
6468	browbeatingly boring
6469	pink floyd
6470	special food
6471	lookit the moon
6472	anthony burgess
6473	stanislav lem
